prompt_id,judge_delta,high_gap_delta,length_delta,completion_delta,refusal_diagnostic_delta,seed,comparison
kd_f365608e3456db106d18c6d2,-1.4868074309479584,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_bc6f8eb78e05a8d59745ffed,-0.24468815760575707,1.0,22.0,0.0,0.0,44,knn_minus_proxy
kd_44fd7701e3dfd5f4bc6f6ecc,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_25b2a0f557fab05ce8cbea0b,-0.6425398947815298,0.0,-116.0,0.0,0.0,44,knn_minus_proxy
kd_1240f69190ec158049575b49,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_ddb4c8b0260ad31176f76b90,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_517ecbd776daeba4ab9666b7,-0.3886292350522734,0.0,-19.0,0.0,0.0,44,knn_minus_proxy
kd_f4e0e749659102bf369dba8b,-0.45201934458468074,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_bfd35d6d571cbdefe4c41963,0.3567590694862564,0.0,9.0,0.0,0.0,44,knn_minus_proxy
kd_2ce88da4db9c6445cbc5bf85,-0.4688299813667557,0.0,-102.0,0.0,0.0,44,knn_minus_proxy
kd_aacff545b47c1a6a4f23548f,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_ba66b49705100b5412c90e8d,-0.3959838886444311,0.0,-88.0,0.0,0.0,44,knn_minus_proxy
kd_8ab4bedf148d4b59bc45f2f4,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_3cf88783ee0c3c77f5331652,-0.08218533537903272,0.0,-69.0,0.0,0.0,44,knn_minus_proxy
kd_e536977c48f88fcd4b180512,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_0b6d866948b5e966b829cc29,0.6126543182800632,0.0,-15.0,0.0,0.0,44,knn_minus_proxy
kd_8c24202a727e579098b94c6d,1.1561982409004852,0.0,-167.0,1.0,0.0,44,knn_minus_proxy
kd_d10962711da64ffb5ae80f66,0.44828364752199756,-1.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_7927560a296d36cd72316624,0.08965672950439951,0.0,1.0,0.0,0.0,44,knn_minus_proxy
kd_fae6107b53bd4fc360aeaa45,-0.24655600613709883,0.0,-43.0,0.0,0.0,44,knn_minus_proxy
kd_52c4a05ba2d3b47277faf01b,1.707213557646274,0.0,15.0,0.0,1.0,44,knn_minus_proxy
kd_e6390b34135c1cd7a39132fa,0.016810636782074895,0.0,13.0,0.0,0.0,44,knn_minus_proxy
kd_49a7e0e3ff55d485dbd43b8f,-0.28764867382661496,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_65e7c7fa432ee1ed075aaabb,-0.5752973476532305,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_8c385ebac898db63722bac13,-0.11767445747452432,0.0,-25.0,1.0,0.0,44,knn_minus_proxy
kd_0ab33e2772ade36ef9f5a293,0.42213376808321434,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_33c7d51a7e7fe447906a5bbd,-0.10833521481781605,1.0,-85.0,0.0,0.0,44,knn_minus_proxy
kd_eb7d02d556f01f10d42c3463,0.5005834063995642,0.0,13.0,0.0,0.0,44,knn_minus_proxy
kd_6984c83fe2fbd80be2ef8b4f,0.3109967804683857,0.0,-128.0,1.0,0.0,44,knn_minus_proxy
kd_ecd82effaa32c8d3fd8b982d,0.2166704296356322,0.0,20.0,0.0,0.0,44,knn_minus_proxy
kd_1406f9ed81e9ba179d19d833,-0.022414182376100156,0.0,49.0,0.0,0.0,44,knn_minus_proxy
kd_6a0dd6edde402f516e5c3f79,0.2689701885131984,0.0,56.0,-1.0,0.0,44,knn_minus_proxy
kd_58e03570c88e5ac1bf94dd8f,-0.5617554458010032,0.0,11.0,0.0,0.0,44,knn_minus_proxy
kd_f63025844d48a3321377498c,0.7564786551933709,0.0,-38.0,0.0,0.0,44,knn_minus_proxy
kd_155ed9ef353c0ee7a08036e1,0.027083803704454096,0.0,-88.0,0.0,0.0,44,knn_minus_proxy
kd_28ccf6c2f3fc4f718ba4f90c,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_a0ade6d7986938d4c3cbb9d6,1.0198452981125445,0.0,-116.0,1.0,0.0,44,knn_minus_proxy
kd_62475db489ba4ee3597c281f,-0.2614987943878319,0.0,11.0,0.0,0.0,44,knn_minus_proxy
kd_b99062524313c56b2906eb27,-0.3137985532653982,0.0,-16.0,0.0,-1.0,44,knn_minus_proxy
kd_d501a62c914eb78bd2b274d4,-0.3250056444534482,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_3a7f5dd3fc8051bd0c93b71a,-0.1484939582416616,0.0,-46.0,0.0,0.0,44,knn_minus_proxy
kd_38ff25c3ed3bd32656894946,-0.7434037154739792,0.0,97.0,0.0,0.0,44,knn_minus_proxy
kd_fb992816d6728b68cbacf8e5,1.423300580882342,-1.0,-181.0,0.0,1.0,44,knn_minus_proxy
kd_57158d52462fba194f9e7804,-0.250291703199782,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_fe67321abf933a46af2a4731,-1.1405550094504988,0.0,-32.0,0.0,0.0,44,knn_minus_proxy
kd_9d8bc6ce23d674106d635fb3,-0.5902401359039634,0.0,6.0,0.0,0.0,44,knn_minus_proxy
kd_91aed97c8a1adc0773c93e33,0.47069782989809744,0.0,-121.0,1.0,0.0,44,knn_minus_proxy
kd_1ff731959a1f8ce9514704d5,-0.014942788250733308,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_1ea51e50d142a5ca0ba6c72a,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_709bbdb38dd392f9450c4a85,0.40532313130113945,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_caf4373e6c9764852fd5cecc,0.3474198268295481,1.0,39.0,0.0,0.0,44,knn_minus_proxy
kd_62b0bbd193d4ac3d9fb402df,0.5117904975876137,1.0,-7.0,1.0,0.0,44,knn_minus_proxy
kd_4763ae933051f649c7787e07,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_4143f7934d8081b4b40d7876,-0.5491474682144469,0.0,18.0,0.0,0.0,44,knn_minus_proxy
kd_6971c8a7d93ca6c0fb87327c,0.0,0.0,3.0,0.0,0.0,44,knn_minus_proxy
kd_201f90802d2394c5aa7815ed,-0.22414182376099867,0.0,21.0,0.0,0.0,44,knn_minus_proxy
kd_24ccb3fcf8e2d0d665c3484d,-0.09712812362976611,0.0,-243.0,1.0,0.0,44,knn_minus_proxy
kd_1b9a4d75c053a822348c97b5,-0.19098751232968442,1.0,34.0,0.0,0.0,44,knn_minus_proxy
kd_5dddbafd3cdef4834e92f57a,-0.8592103244171618,0.0,20.0,0.0,0.0,44,knn_minus_proxy
kd_8475db7047f02a3b5bfd79f4,0.3436841297668647,0.0,155.0,-1.0,1.0,44,knn_minus_proxy
kd_f297ea2ae829946d73e03751,0.0765817897850079,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_1f2adf27a567024a0fad633c,0.49311201227419743,0.0,7.0,0.0,0.0,44,knn_minus_proxy
kd_5bb61e7e3ec5f3e5b4d72be0,0.12514585159989097,0.0,39.0,0.0,0.0,44,knn_minus_proxy
kd_8d34261c233b4482bd3a9f10,0.17184206488343268,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_db630f9fac261aae2da35b05,0.0037356970626832853,0.0,-3.0,1.0,0.0,44,knn_minus_proxy
kd_c76edaaf58c95ed625250242,0.07097824419098298,0.0,17.0,-1.0,0.0,44,knn_minus_proxy
kd_8b0e8de90b798303dcafdfaa,0.0074713941253664595,0.0,-89.0,1.0,0.0,44,knn_minus_proxy
kd_e5a3f5e98071bffa6e3bd18e,-0.007471394125366793,0.0,4.0,0.0,0.0,44,knn_minus_proxy
kd_52a963b6298f99e5bc971159,-1.1730088776825602,0.0,148.0,0.0,0.0,44,knn_minus_proxy
kd_1b76167e70ae814132a60b33,-0.013541901852226899,0.0,31.0,0.0,0.0,44,knn_minus_proxy
kd_6003a3f093f328c732ee04db,-0.6051829241546967,0.0,-34.0,0.0,1.0,44,knn_minus_proxy
kd_c9d78cd8af2c57e8e322f606,-0.5752973476532302,1.0,10.0,-1.0,0.0,44,knn_minus_proxy
kd_d733c318fd9b7f90ea826c47,0.0,0.0,0.0,0.0,0.0,44,knn_minus_proxy
kd_c23ae3c0389744b8cc8128dc,-0.16437067075806588,0.0,10.0,0.0,0.0,44,knn_minus_proxy
kd_3abc038ff690aefa71fa1d0c,-1.1356519070557272,0.0,-77.0,0.0,0.0,44,knn_minus_proxy
kd_2adc04ac3b6879ac4ed8c920,0.9974311157364446,0.0,22.0,0.0,0.0,44,knn_minus_proxy
kd_8c9bec58f7026f319aa477b0,-0.022414182376100156,0.0,5.0,0.0,0.0,44,knn_minus_proxy
kd_50e81536ba16b1febbc52881,0.04669621328354148,0.0,0.0,0.0,0.0,44,knn_minus_proxy
